Price,Close,High,Low,Open,Volume,Log_Returns
2020-02-10,3352.090087890625,3352.260009765625,3317.77001953125,3318.280029296875,3462730000,0.007299690120573207
2020-02-11,3357.75,3375.6298828125,3352.719970703125,3365.8701171875,3762940000,0.0016870486860021178
2020-02-12,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3930910000,0.006441853105203067
2020-02-13,3373.93994140625,3385.090087890625,3360.52001953125,3365.89990234375,3500890000,-0.0016317763599886593
2020-02-14,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3419700000,0.0018418360984854144
2020-02-18,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3750400000,-0.0029242139861477136
2020-02-19,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3614200000,0.004694748284284925
2020-02-20,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4019180000,-0.0038228174279975285
2020-02-21,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000,-0.010573809232819777
2020-02-24,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000,-0.03408807942044074
2020-02-25,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000,-0.030747904375353224
2020-02-26,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000,-0.00378569732353003
2020-02-27,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000,-0.045168136352261155
2020-02-28,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000,-0.008272463109653077
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000,0.0450108687694132
2020-03-03,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000,-0.02851048492291458
2020-03-04,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000,0.041336349360633136
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000,-0.034510782439981125
2020-03-06,2972.3701171875,2985.929931640625,2901.5400390625,2954.199951171875,6555240000,-0.01720094365238617
2020-03-09,2746.56005859375,2863.889892578125,2734.429931640625,2863.889892578125,8441290000,-0.07901041294037148
2020-03-10,2882.22998046875,2882.590087890625,2734.0,2813.47998046875,7642040000,0.048215052425859106
2020-03-11,2741.3798828125,2825.60009765625,2707.219970703125,2825.60009765625,7431200000,-0.05010289280860541
2020-03-12,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000,-0.09994485240247351
2020-03-13,2711.02001953125,2711.330078125,2492.3701171875,2569.989990234375,8299070000,0.08880840694923595
2020-03-16,2386.1298828125,2562.97998046875,2380.93994140625,2508.590087890625,7805450000,-0.12765219747281742
2020-03-17,2529.18994140625,2553.929931640625,2367.0400390625,2425.659912109375,8370250000,0.05822631263569171
2020-03-18,2398.10009765625,2453.570068359375,2280.52001953125,2436.5,8799300000,-0.053222272332080246
2020-03-19,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998046875,7956100000,0.004696760970401053
2020-03-20,2304.919921875,2453.010009765625,2295.56005859375,2431.93994140625,9053950000,-0.04432762405336681
2020-03-23,2237.39990234375,2300.72998046875,2191.860107421875,2290.7099609375,7411380000,-0.02973150100957679
2020-03-24,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000,0.08968323251796326
2020-03-25,2475.56005859375,2571.419921875,2407.530029296875,2457.77001953125,8300010000,0.011468990420822226
2020-03-26,2630.070068359375,2637.010009765625,2500.719970703125,2501.2900390625,7766990000,0.06054383107424656
2020-03-27,2541.469970703125,2615.909912109375,2520.02001953125,2555.8701171875,6201670000,-0.0342678455416263
2020-03-30,2626.64990234375,2631.800048828125,2545.280029296875,2558.97998046875,5751120000,0.032966590569974794
2020-03-31,2584.590087890625,2641.389892578125,2571.14990234375,2614.68994140625,6576210000,-0.016142310788415843
2020-04-01,2470.5,2522.75,2447.489990234375,2498.080078125,5964000000,-0.04514636273278691
2020-04-02,2526.89990234375,2533.219970703125,2455.7900390625,2458.5400390625,6464190000,0.022572657056960366
2020-04-03,2488.64990234375,2538.179931640625,2459.9599609375,2514.919921875,6096970000,-0.015252860825944299
2020-04-06,2663.679931640625,2676.85009765625,2574.570068359375,2578.280029296875,6403840000,0.06796824414483035
2020-04-07,2659.409912109375,2756.889892578125,2657.669921875,2738.64990234375,7050410000,-0.001604339048362459
2020-04-08,2749.97998046875,2760.75,2663.300048828125,2685.0,5875710000,0.033489371191284686
2020-04-09,2789.820068359375,2818.570068359375,2762.360107421875,2776.989990234375,7899550000,0.014383470303699339
2020-04-13,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000,-0.01015605944467711
2020-04-14,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000,0.03011455957230757
2020-04-15,2783.360107421875,2801.8798828125,2761.5400390625,2795.639892578125,5208000000,-0.022276732672369248
2020-04-16,2799.550048828125,2806.510009765625,2764.320068359375,2799.340087890625,5228810000,0.0057998378395412884
2020-04-17,2874.56005859375,2879.219970703125,2830.8798828125,2842.429931640625,5804810000,0.026440932021320578
2020-04-20,2823.159912109375,2868.97998046875,2820.429931640625,2845.6201171875,5228630000,-0.018042845615347775
2020-04-21,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000,-0.031155115236330667
2020-04-22,2799.31005859375,2815.10009765625,2775.949951171875,2787.889892578125,5084920000,0.02267130058213675
2020-04-23,2797.800048828125,2844.89990234375,2794.260009765625,2810.419921875,5773530000,-0.0005395676601955963
2020-04-24,2836.739990234375,2842.7099609375,2791.760009765625,2812.639892578125,5382810000,0.013822090566839217
2020-04-27,2878.47998046875,2887.719970703125,2852.889892578125,2854.64990234375,5203930000,0.014606868181735996
2020-04-28,2863.389892578125,2921.14990234375,2860.7099609375,2909.9599609375,5691160000,-0.005256170190483643
2020-04-29,2939.510009765625,2954.860107421875,2912.159912109375,2918.4599609375,6645640000,0.02623670404507307
2020-04-30,2912.429931640625,2930.909912109375,2892.469970703125,2930.909912109375,6544980000,-0.009255143319054839
2020-05-01,2830.7099609375,2869.090087890625,2821.610107421875,2869.090087890625,4759810000,-0.028460211014775954
2020-05-04,2842.739990234375,2844.239990234375,2797.85009765625,2815.010009765625,4735930000,0.0042408225788494016
2020-05-05,2868.43994140625,2898.22998046875,2863.550048828125,2868.8798828125,5140290000,0.008999935197779802
2020-05-06,2848.419921875,2891.110107421875,2847.64990234375,2883.139892578125,4892570000,-0.007003880399042588
2020-05-07,2881.18994140625,2901.919921875,2876.47998046875,2878.260009765625,5178790000,0.011438955754890805
2020-05-08,2929.800048828125,2932.159912109375,2902.8798828125,2908.830078125,4876030000,0.016730795065226244
2020-05-11,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000,0.0001330693667907644
2020-05-12,2870.1201171875,2945.820068359375,2869.590087890625,2939.5,5119630000,-0.020713365772047604
2020-05-13,2820.0,2874.139892578125,2793.14990234375,2865.860107421875,6151650000,-0.017616996624280044
2020-05-14,2852.5,2852.800048828125,2766.639892578125,2794.5400390625,5651130000,0.01145891780407149
2020-05-15,2863.699951171875,2865.010009765625,2816.780029296875,2829.949951171875,5507700000,0.003918675203723029
2020-05-18,2953.909912109375,2968.090087890625,2913.860107421875,2913.860107421875,6373670000,0.031015208770073424
2020-05-19,2922.93994140625,2964.2099609375,2922.35009765625,2948.590087890625,4984330000,-0.010539747711599283
2020-05-20,2971.610107421875,2980.2900390625,2953.6298828125,2953.6298828125,5005380000,0.0165139906134157
2020-05-21,2948.510009765625,2978.5,2938.570068359375,2969.949951171875,4976620000,-0.007803968309953686
2020-05-22,2955.449951171875,2956.760009765625,2933.590087890625,2948.050048828125,3970860000,0.002350945686812366
2020-05-26,2991.77001953125,3021.719970703125,2988.169921875,3004.080078125,5848500000,0.01221428502146052
2020-05-27,3036.1298828125,3036.25,2969.75,3015.64990234375,6398000000,0.014718447490314346
2020-05-28,3029.72998046875,3068.669921875,3023.39990234375,3046.610107421875,5447020000,-0.0021101393249195488
2020-05-29,3044.31005859375,3049.169921875,2998.610107421875,3025.169921875,7297550000,0.004800793552307952
2020-06-01,3055.72998046875,3062.179931640625,3031.5400390625,3038.780029296875,4684170000,0.003744216478364391
2020-06-02,3080.820068359375,3081.070068359375,3051.639892578125,3064.780029296875,5197150000,0.008177307282398658
2020-06-03,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000,0.01355667081256392
2020-06-04,3112.35009765625,3128.909912109375,3090.409912109375,3111.56005859375,6451290000,-0.003374389083608904
2020-06-05,3193.929931640625,3211.719970703125,3163.840087890625,3163.840087890625,8639300000,0.025874012821635813
2020-06-08,3232.389892578125,3233.1298828125,3196.0,3199.919921875,8498300000,0.011969656405806002
2020-06-09,3207.179931640625,3222.7099609375,3193.110107421875,3213.320068359375,6410930000,-0.007829743419721978
2020-06-10,3190.139892578125,3223.27001953125,3181.489990234375,3213.419921875,6598870000,-0.005327255735182077
2020-06-11,3002.10009765625,3123.530029296875,2999.489990234375,3123.530029296875,7037320000,-0.06075269299628893
2020-06-12,3041.31005859375,3088.419921875,2984.469970703125,3071.0400390625,5845330000,0.012976286605211731
2020-06-15,3066.590087890625,3079.760009765625,2965.659912109375,2993.760009765625,5757480000,0.00827786081817526
2020-06-16,3124.739990234375,3153.449951171875,3076.06005859375,3131.0,5845810000,0.018784852866710527
2020-06-17,3113.489990234375,3141.159912109375,3108.030029296875,3136.1298828125,4560450000,-0.0036067962326294138
2020-06-18,3115.340087890625,3120.0,3093.510009765625,3101.639892578125,4448690000,0.0005940434038017573
2020-06-19,3097.739990234375,3155.530029296875,3083.110107421875,3140.2900390625,8346650000,-0.005665513565673728
2020-06-22,3117.860107421875,3120.919921875,3079.389892578125,3094.419921875,4686690000,0.006474093296658384
2020-06-23,3131.2900390625,3154.89990234375,3127.1201171875,3138.699951171875,4711850000,0.004298169191483789
2020-06-24,3050.330078125,3115.010009765625,3032.1298828125,3114.39990234375,5597680000,-0.0261952655956623
2020-06-25,3083.760009765625,3086.25,3024.010009765625,3046.60009765625,4847690000,0.01089982772821816
2020-06-26,3009.050048828125,3073.72998046875,3004.6298828125,3073.199951171875,8107850000,-0.024525204274831163
2020-06-29,3053.239990234375,3053.889892578125,2999.739990234375,3018.590087890625,4473970000,0.01457888811353358
2020-06-30,3100.2900390625,3111.510009765625,3047.830078125,3050.199951171875,4705850000,0.015292349435755562
2020-07-01,3115.860107421875,3128.43994140625,3101.169921875,3105.919921875,4449230000,0.005009563975870565
2020-07-02,3130.010009765625,3165.81005859375,3124.52001953125,3143.639892578125,4197720000,0.0045309704768169146
2020-07-06,3179.719970703125,3182.590087890625,3155.2900390625,3155.2900390625,4759160000,0.01575693083216329
2020-07-07,3145.320068359375,3184.14990234375,3142.929931640625,3166.43994140625,4571330000,-0.010877477869643567
2020-07-08,3169.93994140625,3171.800048828125,3136.530029296875,3153.070068359375,4937310000,0.007796986263430269
2020-07-09,3152.050048828125,3179.780029296875,3115.699951171875,3176.169921875,4843650000,-0.005659591476194623
2020-07-10,3185.0400390625,3186.820068359375,3136.219970703125,3152.469970703125,4524190000,0.010411809774443004
2020-07-13,3155.219970703125,3235.320068359375,3149.429931640625,3205.080078125,4902440000,-0.009406645216058874
2020-07-14,3197.52001953125,3200.949951171875,3127.659912109375,3141.110107421875,4507140000,0.01331730058290395
2020-07-15,3226.56005859375,3238.280029296875,3200.760009765625,3225.97998046875,4686830000,0.009041056936355048
2020-07-16,3215.570068359375,3220.389892578125,3198.590087890625,3208.360107421875,3972860000,-0.0034119152141152374
2020-07-17,3224.72998046875,3233.52001953125,3205.64990234375,3224.2099609375,4012850000,0.0028445625875835605
2020-07-20,3251.840087890625,3258.610107421875,3215.159912109375,3224.2900390625,3979340000,0.008371797255140334
2020-07-21,3257.300048828125,3277.2900390625,3247.77001953125,3268.52001953125,4556610000,0.0016776293345600682
2020-07-22,3276.02001953125,3279.320068359375,3253.10009765625,3254.860107421875,4267160000,0.005730630594473862
2020-07-23,3235.659912109375,3279.989990234375,3222.659912109375,3271.639892578125,4296760000,-0.012396378412246847
2020-07-24,3215.6298828125,3227.260009765625,3200.050048828125,3218.580078125,3689410000,-0.006209640024276134
2020-07-27,3239.409912109375,3241.429931640625,3214.25,3219.840087890625,3970310000,0.007367928821482373
2020-07-28,3218.43994140625,3243.719970703125,3216.169921875,3234.27001953125,4053180000,-0.006494435418646306
2020-07-29,3258.43994140625,3264.739990234375,3227.219970703125,3227.219970703125,4478200000,0.012351783351742583
2020-07-30,3246.219970703125,3250.919921875,3204.1298828125,3231.760009765625,4264920000,-0.0037573017634548516
2020-07-31,3271.1201171875,3272.169921875,3220.260009765625,3270.449951171875,5007530000,0.0076412362421762695
2020-08-03,3294.610107421875,3302.72998046875,3284.530029296875,3288.260009765625,4438940000,0.007155362664358673
2020-08-04,3306.510009765625,3306.840087890625,3286.3701171875,3289.919921875,4414380000,0.003605423026133557
2020-08-05,3327.77001953125,3330.77001953125,3317.3701171875,3317.3701171875,4535060000,0.006409160435517922
2020-08-06,3349.159912109375,3351.030029296875,3318.139892578125,3323.169921875,4278930000,0.006407126020664802
2020-08-07,3351.280029296875,3352.5400390625,3328.719970703125,3340.050048828125,4110030000,0.0006328292699566697
2020-08-10,3360.469970703125,3363.2900390625,3335.43994140625,3356.0400390625,4327920000,0.0027384652733919213
2020-08-11,3333.68994140625,3381.010009765625,3326.43994140625,3370.340087890625,4880540000,-0.008001055401377298
2020-08-12,3380.35009765625,3387.889892578125,3355.4599609375,3355.4599609375,3772250000,0.013899502293613534
2020-08-13,3373.429931640625,3387.239990234375,3363.35009765625,3372.949951171875,3438730000,-0.002049272676156681
2020-08-14,3372.85009765625,3378.510009765625,3361.639892578125,3368.659912109375,3200060000,-0.00017189739627902921
2020-08-17,3381.989990234375,3387.590087890625,3379.219970703125,3380.860107421875,3460330000,0.002706177507423456
2020-08-18,3389.780029296875,3395.06005859375,3370.14990234375,3387.0400390625,3669550000,0.0023007404198168474
2020-08-19,3374.85009765625,3399.5400390625,3369.659912109375,3392.510009765625,3679480000,-0.004414123345182018
2020-08-20,3385.510009765625,3390.800048828125,3354.68994140625,3360.47998046875,3431040000,0.0031536547683461333
2020-08-21,3397.159912109375,3399.9599609375,3379.31005859375,3386.010009765625,3505010000,0.0034351999829724668
2020-08-24,3431.280029296875,3432.090087890625,3413.1298828125,3418.090087890625,3743410000,0.009993615364903508
2020-08-25,3443.6201171875,3444.2099609375,3425.840087890625,3435.949951171875,3627650000,0.003589899745540117
2020-08-26,3478.72998046875,3481.070068359375,3444.14990234375,3449.969970703125,3780530000,0.010144001344841499
2020-08-27,3484.550048828125,3501.3798828125,3468.35009765625,3485.139892578125,3955890000,0.0016716460318091384
2020-08-28,3508.010009765625,3509.22998046875,3484.320068359375,3494.68994140625,3868510000,0.006710002849570254
2020-08-31,3500.31005859375,3514.77001953125,3493.25,3509.72998046875,4348280000,-0.002197375175508541
2020-09-01,3526.64990234375,3528.030029296875,3494.60009765625,3507.43994140625,4101490000,0.007496831420705943
2020-09-02,3580.840087890625,3588.110107421875,3535.22998046875,3543.760009765625,4295640000,0.01524905014386973
2020-09-03,3455.06005859375,3564.85009765625,3427.409912109375,3564.739990234375,4911830000,-0.0357575941421853
2020-09-04,3426.9599609375,3479.14990234375,3349.6298828125,3453.60009765625,4438720000,-0.008166280754275102
2020-09-08,3331.840087890625,3379.969970703125,3329.27001953125,3371.8798828125,4694330000,-0.02814882908646679
2020-09-09,3398.9599609375,3424.77001953125,3366.840087890625,3369.820068359375,3932520000,0.019944760662180386
2020-09-10,3339.18994140625,3425.550048828125,3329.25,3412.56005859375,4208630000,-0.017741245925395586
2020-09-11,3340.969970703125,3368.949951171875,3310.469970703125,3352.699951171875,3710090000,0.0005329301580873496
2020-09-14,3383.5400390625,3402.929931640625,3363.56005859375,3363.56005859375,3839580000,0.012661335025022992
2020-09-15,3401.199951171875,3419.47998046875,3389.25,3407.72998046875,4057190000,0.005205785930499657
2020-09-16,3385.489990234375,3428.919921875,3384.449951171875,3411.22998046875,4718900000,-0.0046296468921518345
2020-09-17,3357.010009765625,3375.169921875,3328.820068359375,3346.860107421875,4379840000,-0.008447949528552457
2020-09-18,3319.469970703125,3362.27001953125,3292.39990234375,3357.3798828125,7076400000,-0.011245576947828505
2020-09-21,3281.06005859375,3285.570068359375,3229.10009765625,3285.570068359375,4836070000,-0.011638564027297718
2020-09-22,3315.570068359375,3320.31005859375,3270.949951171875,3295.75,3974510000,0.010463016398376152
2020-09-23,3236.919921875,3323.35009765625,3232.570068359375,3320.110107421875,4378650000,-0.02400733891437413
2020-09-24,3246.590087890625,3278.699951171875,3209.449951171875,3226.139892578125,4601920000,0.0029830055546290505
2020-09-25,3298.4599609375,3306.8798828125,3228.43994140625,3236.659912109375,3803330000,0.015850439224188495
2020-09-28,3351.60009765625,3360.739990234375,3332.909912109375,3333.89990234375,3950910000,0.0159821918538544
2020-09-29,3335.469970703125,3357.919921875,3327.5400390625,3350.919921875,3661590000,-0.004824282704443997
2020-09-30,3363.0,3393.56005859375,3340.469970703125,3341.2099609375,4738640000,0.00821984256837961
2020-10-01,3380.800048828125,3397.179931640625,3361.389892578125,3385.8701171875,4076340000,0.0052789495642950775
2020-10-02,3348.419921875,3369.10009765625,3323.68994140625,3338.93994140625,3975180000,-0.009623812866370861
2020-10-05,3408.60009765625,3409.570068359375,3367.27001953125,3367.27001953125,3692720000,0.017813109002900934
2020-10-06,3360.969970703125,3431.56005859375,3354.5400390625,3408.739990234375,4453390000,-0.014072064387523205
2020-10-07,3419.43994140625,3426.260009765625,3384.56005859375,3384.56005859375,3814750000,0.017247163770241564
2020-10-08,3446.830078125,3447.280029296875,3428.14990234375,3434.280029296875,3867640000,0.007978212894869286
2020-10-09,3477.139892578125,3482.340087890625,3458.070068359375,3459.669921875,3944090000,0.008755095180752877
2020-10-12,3534.219970703125,3549.85009765625,3499.610107421875,3500.02001953125,3435760000,0.01628253015832422
2020-10-13,3511.929931640625,3534.010009765625,3500.860107421875,3534.010009765625,3611100000,-0.006326891629163268
2020-10-14,3488.669921875,3527.93994140625,3480.550048828125,3515.469970703125,3858510000,-0.0066451720840594065
2020-10-15,3483.340087890625,3489.080078125,3440.889892578125,3453.719970703125,3724550000,-0.001528923514213078
2020-10-16,3483.81005859375,3515.760009765625,3480.449951171875,3493.5,4688030000,0.00013491045663045577
2020-10-19,3426.919921875,3502.419921875,3419.929931640625,3493.659912109375,4091080000,-0.016464663514942676
2020-10-20,3443.1201171875,3476.929931640625,3435.64990234375,3439.3798828125,3917850000,0.0047161953200011274
2020-10-21,3435.56005859375,3464.860107421875,3433.06005859375,3439.909912109375,4103960000,-0.0021981140115702774
2020-10-22,3453.489990234375,3460.530029296875,3415.340087890625,3438.5,4172060000,0.0052053540034913415
2020-10-23,3465.389892578125,3466.4599609375,3440.449951171875,3464.89990234375,3651600000,0.003439838320389479
2020-10-26,3400.969970703125,3441.419921875,3364.860107421875,3441.419921875,4002210000,-0.018764472985322012
2020-10-27,3390.679931640625,3409.510009765625,3388.7099609375,3403.14990234375,3962400000,-0.003030205350445511
2020-10-28,3271.030029296875,3342.47998046875,3268.889892578125,3342.47998046875,5139970000,-0.03592554210857772
2020-10-29,3310.110107421875,3341.050048828125,3259.820068359375,3277.169921875,4911860000,0.01187652493999744
2020-10-30,3269.9599609375,3304.929931640625,3233.93994140625,3293.590087890625,4843930000,-0.012203713445259962
2020-11-02,3310.239990234375,3330.139892578125,3279.739990234375,3296.199951171875,4314690000,0.012242950890591667
2020-11-03,3369.159912109375,3389.489990234375,3336.25,3336.25,4241380000,0.01764273768407783
2020-11-04,3443.43994140625,3486.25,3405.169921875,3406.4599609375,4790400000,0.021807525655091704
2020-11-05,3510.449951171875,3529.050048828125,3485.739990234375,3485.739990234375,4858150000,0.01927326577670128
2020-11-06,3509.43994140625,3521.580078125,3484.340087890625,3508.340087890625,4842460000,-0.00028775658537381985
2020-11-09,3550.5,3645.989990234375,3547.47998046875,3583.0400390625,8570510000,0.011631974746344153
2020-11-10,3545.530029296875,3557.219970703125,3511.909912109375,3543.260009765625,6037470000,-0.001400775220867666
2020-11-11,3572.659912109375,3581.159912109375,3557.0,3563.219970703125,4635560000,0.007622728362991461
2020-11-12,3537.010009765625,3569.02001953125,3518.580078125,3562.669921875,4909660000,-0.01002865154706935
2020-11-13,3585.14990234375,3593.659912109375,3552.570068359375,3552.570068359375,4719580000,0.013518546706294007
2020-11-16,3626.909912109375,3628.510009765625,3600.159912109375,3600.159912109375,5295510000,0.011580734922832603
2020-11-17,3609.530029296875,3623.110107421875,3588.679931640625,3610.31005859375,4812180000,-0.004803443784647531
2020-11-18,3567.7900390625,3619.090087890625,3567.330078125,3612.090087890625,5284810000,-0.011631210647481315
2020-11-19,3581.8701171875,3585.219970703125,3543.840087890625,3559.409912109375,4363370000,0.003938675690732779
2020-11-20,3557.5400390625,3581.22998046875,3556.85009765625,3579.31005859375,4236370000,-0.006815737372918576
2020-11-23,3577.590087890625,3589.81005859375,3552.77001953125,3566.820068359375,5057550000,0.005620108181849693
2020-11-24,3635.409912109375,3642.31005859375,3594.52001953125,3594.52001953125,6280290000,0.016032458814031775
2020-11-25,3629.64990234375,3635.5,3617.760009765625,3635.5,4910440000,-0.0015856747555094064
2020-11-27,3638.35009765625,3644.31005859375,3629.330078125,3638.550048828125,2778390000,0.0023941110259011363
2020-11-30,3621.6298828125,3634.179931640625,3594.389892578125,3634.179931640625,6308410000,-0.004606140636972006
2020-12-01,3662.449951171875,3678.449951171875,3645.8701171875,3645.8701171875,5418480000,0.011208140661592923
2020-12-02,3669.010009765625,3670.9599609375,3644.840087890625,3653.780029296875,5041250000,0.0017895645286042845
2020-12-03,3666.719970703125,3682.72998046875,3657.169921875,3668.280029296875,5065340000,-0.0006243520802942291
2020-12-04,3699.1201171875,3699.199951171875,3670.93994140625,3670.93994140625,5099620000,0.00879746371518688
2020-12-07,3691.9599609375,3697.409912109375,3678.8798828125,3694.72998046875,4804500000,-0.001937513438963252
2020-12-08,3702.25,3708.449951171875,3678.830078125,3683.050048828125,4584390000,0.002783271170170473
2020-12-09,3672.820068359375,3712.389892578125,3660.5400390625,3705.97998046875,5232800000,-0.00798096494847171
2020-12-10,3668.10009765625,3678.489990234375,3645.179931640625,3659.1298828125,4658480000,-0.0012859345277717227
2020-12-11,3663.4599609375,3665.909912109375,3633.39990234375,3656.080078125,4375470000,-0.0012657980842328352
2020-12-14,3647.489990234375,3697.610107421875,3645.840087890625,3675.27001953125,4623850000,-0.0043687882451469585
2020-12-15,3694.6201171875,3695.2900390625,3659.6201171875,3666.409912109375,4387080000,0.012838482022218645
2020-12-16,3701.169921875,3711.27001953125,3688.570068359375,3696.25,4067040000,0.0017712256203230642
2020-12-17,3722.47998046875,3725.1201171875,3710.8701171875,3713.64990234375,4192810000,0.0057411428089832834
2020-12-18,3709.409912109375,3726.699951171875,3685.840087890625,3722.389892578125,7097100000,-0.003517296952148704
2020-12-21,3694.919921875,3702.89990234375,3636.47998046875,3684.280029296875,4748580000,-0.003913928486909485
2020-12-22,3687.260009765625,3698.260009765625,3676.159912109375,3698.080078125,4053310000,-0.0020752446917703606
2020-12-23,3690.010009765625,3711.239990234375,3689.280029296875,3693.419921875,3779160000,0.0007455332718186887
2020-12-24,3703.06005859375,3703.820068359375,3689.320068359375,3694.030029296875,1883780000,0.0035303499794869524
2020-12-28,3735.360107421875,3740.510009765625,3723.030029296875,3723.030029296875,3535460000,0.0086847075384115
2020-12-29,3727.0400390625,3756.1201171875,3723.31005859375,3750.010009765625,3393290000,-0.002229864827278697
2020-12-30,3732.0400390625,3744.6298828125,3730.2099609375,3736.18994140625,3154850000,0.0013406480950792154
2020-12-31,3756.070068359375,3760.199951171875,3726.8798828125,3733.27001953125,3179040000,0.006418204711703793
2021-01-04,3700.64990234375,3769.989990234375,3662.7099609375,3764.610107421875,5015000000,-0.014864762712025787
2021-01-05,3726.860107421875,3737.830078125,3695.070068359375,3698.02001953125,4591020000,0.007057631383362026
2021-01-06,3748.139892578125,3783.0400390625,3705.340087890625,3712.199951171875,6064110000,0.005693603382474094
2021-01-07,3803.7900390625,3811.550048828125,3764.7099609375,3764.7099609375,5099160000,0.014738260107752971
2021-01-08,3824.679931640625,3826.68994140625,3783.60009765625,3815.050048828125,4773040000,0.00547683739351537
2021-01-11,3799.610107421875,3817.860107421875,3789.02001953125,3803.139892578125,4465430000,-0.006576327616621317
2021-01-12,3801.18994140625,3810.780029296875,3776.510009765625,3801.6201171875,4994950000,0.000415702030569564
2021-01-13,3809.840087890625,3820.9599609375,3791.5,3802.22998046875,4602510000,0.0022730563867261076
2021-01-14,3795.5400390625,3823.60009765625,3792.860107421875,3814.97998046875,5198480000,-0.003760513068743101
2021-01-15,3768.25,3788.72998046875,3749.6201171875,3788.72998046875,5369820000,-0.007216000798278504
